0,-1.0,1.0,242
1,0.0,0.0,242
2,0.0,0.0,242
3,0.0,1.0,241
4,1.0,3.0,242
5,4.0,21.0,245
6,14.0,35.0,243
7,-3.0,47.0,241
8,-17.0,33.0,244
9,-25.0,19.0,244
10,-21.0,4.0,240
11,-24.0,-3.0,241
12,-31.0,3.0,241
13,-18.0,-20.0,243
14,-15.0,-15.0,241
15,-11.0,-20.0,245
16,-11.0,-32.0,241
17,-8.0,-40.0,239
18,29.0,-43.0,242
19,-2.0,-24.0,240
20,18.0,-14.0,243
21,20.0,-12.0,243
22,10.0,-14.0,244
23,10.0,-4.0,243
24,3.0,-24.0,240
25,16.0,-20.0,243
26,16.0,-33.0,241
27,10.0,-19.0,239
28,21.0,13.0,241
29,24.0,6.0,242
30,27.0,-1.0,248
31,18.0,11.0,242
32,30.0,6.0,242
33,25.0,10.0,241
34,25.0,19.0,240
35,15.0,25.0,243
36,0.0,18.0,242
37,1.0,22.0,242
38,-6.0,24.0,243
39,-6.0,28.0,242
40,-10.0,18.0,242
41,-8.0,29.0,243
42,-9.0,27.0,242
43,-23.0,8.0,242
44,-19.0,15.0,241
45,-6.0,5.0,243
46,-22.0,-7.0,241
47,-5.0,-15.0,243
48,-8.0,-22.0,242
49,-15.0,-27.0,244
50,-10.0,-15.0,243
51,4.0,-27.0,241
52,3.0,-33.0,242
53,1.0,-11.0,243
54,0.0,0.0,241
55,-1.0,1.0,242
56,-1.0,0.0,241
57,0.0,0.0,242
58,14.0,4.0,239
59,1.0,1.0,242
