epoch,loss
546,0.83
547,1.0
548,0.99
549,0.81
550,0.87
551,0.91
552,0.76
553,0.9
554,0.83
555,0.81
556,0.78
557,0.95
558,1.02
559,0.9
560,0.91
561,0.67
562,0.94
563,0.76
564,0.76
565,0.95
566,0.75
567,0.88
568,0.66
569,0.84
570,0.87
571,0.68
572,0.82
573,1.03
574,1.03
575,0.61
576,0.87
577,0.76
578,0.85
579,0.87
580,0.73
581,0.8
582,0.98
583,0.91
584,0.99
585,0.88
586,1.05
587,0.76
588,1.1
589,0.86
590,0.91
591,0.86
592,0.94
593,0.9
594,0.77
595,0.88
596,0.91
597,0.75
598,1.01
599,0.96
600,0.78
601,0.92
602,0.9
603,0.87
604,0.87
605,0.91
606,0.83
607,1.03
608,0.91
609,1.09
610,1.04
611,0.83
612,0.79
613,0.99
614,0.84
615,0.9
616,0.9
617,0.82
618,0.78
619,0.72
620,1.02
621,0.99
622,0.78
623,1.05
624,0.83
625,0.76
626,0.93
627,0.99
628,0.95
629,0.89
630,0.77
631,0.86
632,0.8
633,1.11
634,0.9
635,0.93
636,0.93
637,0.84
638,0.75
639,0.91
640,0.85
641,0.89
642,0.9
643,0.86
644,0.93
645,0.82
646,0.96
647,1.02
648,0.82
649,0.92
650,0.91
651,0.85
652,1.02
653,0.97
654,0.83
655,0.91
656,0.96
657,1.01
658,0.73
659,0.82
660,0.91
661,1.05
662,1.02
663,0.89
664,0.98
665,0.75
666,1.15
667,0.79
668,0.83
669,0.73
670,0.78
671,1.04
672,0.7
673,0.81
674,0.79
675,0.79
676,0.78
677,0.94
678,0.87
679,0.99
680,0.63
681,0.95
682,0.95
683,1.06
684,1.05
685,1.09
686,0.78
687,0.97
688,0.86
689,0.97
690,0.96
691,0.92
692,0.78
693,0.75
694,1.08
695,0.94
696,0.79
697,1.0
698,0.73
699,0.8
700,0.81
701,0.9
702,0.73
703,0.93
704,0.91
705,0.75
706,1.09
707,0.77
708,0.89
709,0.94
710,0.68
711,0.78
712,0.97
713,1.0
714,0.86
715,0.91
716,0.97
717,0.66
718,0.76
719,0.73
720,1.01
721,1.05
722,0.88
723,1.0
724,0.96
725,0.92
726,0.89
727,0.9
728,0.88
729,0.96
730,1.13
731,0.97
732,0.84
733,0.92
734,0.91
735,0.76
736,1.07
737,0.79
738,0.83
739,0.61
740,1.05
741,0.9
742,0.76
743,1.09
744,1.03
745,0.73
746,1.18
747,0.87
748,0.75
749,0.99
750,0.73
751,0.89
752,0.87
753,0.84
754,1.01
755,0.96
756,1.07
757,1.02
758,0.81
759,0.79
760,0.75
761,0.74
762,0.71
763,1.07
764,0.82
765,0.74
766,0.8
767,0.92
768,0.82
769,0.87
770,0.8
771,0.7
772,0.94
773,0.93
774,0.87
775,1.03
776,0.77
777,0.92
778,0.86
779,0.92
780,0.85
781,0.81
782,0.86
783,0.59
784,1.04
785,0.91
786,0.64
787,0.81
788,0.81
789,0.76
790,0.78
791,0.68
792,0.72
793,0.83
794,0.94
795,0.95
796,0.96
797,0.83
798,1.01
799,1.02
800,0.88
801,0.92
802,0.74
803,0.85
804,1.06
805,0.77
806,0.93
807,0.85
808,0.77
809,0.87
810,0.87
811,0.83
812,0.87
813,0.84
814,1.02
815,0.79
816,0.76
817,0.8
818,0.61
819,0.85
820,0.83
821,0.73
822,0.83
823,0.8
824,0.66
825,0.72
826,0.7
827,0.7
828,0.92
829,0.77
830,0.75
831,0.69
832,0.82
833,0.83
834,0.88
835,0.85
836,0.81
837,0.95
838,0.87
839,0.72
840,0.93
841,0.84
842,0.85
843,0.75
844,0.92
845,0.85
846,0.96
847,0.67
848,0.92
849,0.82
850,0.78
851,0.87
852,0.73
853,0.78
854,0.74
855,0.8
856,0.86
857,0.8
858,0.91
859,0.79
860,0.89
861,1.0
862,0.78
863,0.8
864,0.94
865,0.87
866,0.83
867,0.94
868,0.72
869,0.79
870,0.86
871,0.77
872,0.92
873,0.75
874,0.81
875,0.88
876,1.04
877,0.87
878,0.74
879,0.95
880,0.85
881,0.75
882,0.87
883,0.82
884,0.89
885,0.84
886,0.83
887,0.78
888,0.89
889,0.92
890,0.83
891,0.95
892,0.8
893,0.96
894,0.68
895,0.72
896,0.85
897,0.77
898,0.9
899,0.87
900,0.87
901,0.62
902,0.85
903,0.78
904,0.99
905,0.86
906,0.8
907,0.76
908,0.77
909,0.84
910,0.93
911,0.96
912,0.96
913,0.79
914,0.67
915,0.89
916,0.73
917,0.8
918,0.81
919,0.94
920,0.86
921,0.92
922,0.85
923,0.85
924,0.76
925,0.92
926,0.76
927,0.77
928,0.91
929,0.98
930,0.99
931,0.74
932,0.82
933,0.81
934,0.89
935,1.06
936,0.83
937,0.89
938,1.0
939,0.82
940,0.73
941,0.89
942,0.62
943,0.83
944,0.67
945,0.91
946,0.88
947,0.78
948,0.82
949,0.84
950,0.69
951,0.84
952,0.96
953,0.93
954,0.68
955,0.81
956,0.77
957,0.8
958,0.9
959,0.92
960,0.71
961,0.85
962,0.78
963,0.72
964,0.77
965,0.62
966,0.87
967,0.8
968,0.74
969,0.81
970,0.8
971,0.81
972,0.79
973,1.05
974,1.0
975,0.76
976,0.81
977,0.75
978,0.85
979,0.63
980,0.82
981,0.86
982,0.82
983,0.93
984,0.84
985,0.85
986,0.65
987,0.78
988,0.72
989,0.93
990,0.91
991,0.88
992,0.68
993,0.83
994,0.72
995,0.95
996,0.92
997,0.89
998,0.91
999,0.95
1000,0.82
1001,0.73
1002,0.95
1003,0.72
1004,0.68
1005,0.86
1006,1.01
1007,0.89
1008,0.83
1009,0.95
1010,0.72
1011,0.76
1012,0.79
1013,0.98
1014,0.83
1015,0.93
1016,0.82
1017,0.95
1018,0.85
1019,0.93
1020,0.78
1021,0.92
1022,0.81
1023,0.79
1024,0.56
1025,0.9
1026,0.79
1027,0.94
1028,0.91
1029,0.84
1030,0.79
1031,0.81
1032,0.86
1033,0.78
1034,0.87
1035,0.71
1036,0.91
1037,0.91
1038,1.04
1039,0.94
1040,1.03
1041,0.98
1042,0.77
1043,0.82
1044,0.72
1045,0.97
1046,0.81
1047,0.85
1048,0.76
1049,0.79
1050,0.85
1051,0.97
1052,0.93
1053,0.83
1054,0.75
1055,1.0
1056,0.88
1057,0.64
1058,0.99
1059,0.87
1060,0.97
1061,0.84
1062,0.92
1063,0.98
1064,0.83
1065,0.9
1066,0.75
1067,0.99
1068,1.16
1069,0.96
1070,0.84
1071,0.78
1072,0.92
1073,0.76
1074,0.89
1075,0.69
1076,0.72
1077,0.81
1078,0.85
1079,0.8
1080,0.86
1081,0.84
1082,1.09
1083,0.92
1084,0.71
1085,0.67
1086,1.01
1087,0.72
1088,0.84
1089,0.79
1090,0.84
1091,0.94
1092,0.88
1093,1.06
1094,0.93
1095,0.93
1096,0.86
1097,0.99
1098,0.66
1099,0.86
1100,0.91
1101,0.72
1102,0.73
1103,0.78
1104,0.71
1105,0.93
1106,0.69
1107,0.86
1108,0.86
1109,0.75
1110,0.73
1111,0.67
1112,0.83
1113,0.95
1114,0.94
1115,0.67
1116,0.96
1117,0.79
1118,0.67
1119,0.84
1120,0.68
1121,0.72
1122,0.95
1123,0.91
1124,0.92
1125,0.75
1126,0.91
1127,0.72
1128,1.13
1129,0.84
1130,0.83
1131,0.82
1132,0.84
1133,0.77
1134,0.82
1135,0.72
1136,0.89
1137,0.98
1138,0.88
1139,0.82
1140,1.01
1141,0.94
1142,0.95
1143,0.93
1144,0.77
1145,0.83
1146,0.92
1147,1.01
1148,0.73
1149,0.71
1150,0.68
1151,0.82
1152,0.83
1153,0.88
1154,0.71
1155,0.69
1156,0.96
1157,0.94
1158,0.88
1159,0.7
1160,1.0
1161,0.98
1162,0.75
1163,0.75
1164,0.91
1165,0.69
1166,0.83
1167,0.83
1168,0.9
1169,0.88
1170,1.0
1171,0.78
1172,0.67
1173,0.71
1174,0.9
1175,0.77
1176,0.77
1177,0.9
1178,0.96
1179,1.0
1180,0.96
1181,0.82
1182,0.9
1183,0.89
1184,0.84
1185,0.69
1186,0.78
1187,0.91
1188,0.93
1189,0.74
1190,1.02
1191,0.71
1192,0.83
1193,0.76
1194,0.83
1195,0.83
1196,0.75
1197,0.88
1198,0.65
1199,0.8
1200,0.72
1201,1.0
1202,0.92
1203,0.95
1204,0.72
1205,0.76
1206,0.9
1207,0.87
1208,0.82
1209,0.82
1210,0.8
1211,0.78
1212,0.82
1213,0.94
1214,0.82
1215,0.9
1216,0.93
1217,0.69
1218,0.85
1219,0.89
1220,0.88
1221,1.06
1222,1.07
1223,0.85
1224,0.58
1225,0.9
1226,0.94
1227,0.81
1228,0.78
1229,0.73
1230,0.93
1231,0.72
1232,0.83
1233,0.79
1234,0.75
1235,0.99
1236,0.87
1237,0.79
1238,0.86
1239,0.74
1240,0.86
1241,1.01
1242,0.84
1243,0.84
1244,0.85
1245,0.67
1246,0.77
1247,0.85
1248,0.72
1249,0.9
1250,0.82
1251,0.95
1252,0.97
1253,0.88
1254,1.07
1255,0.73
1256,0.78
1257,0.76
1258,0.9
1259,0.81
1260,0.83
1261,0.65
1262,1.0
1263,0.98
1264,0.93
1265,0.99
1266,0.82
1267,0.8
1268,0.65
1269,1.0
1270,0.84
1271,0.85
1272,0.7
1273,0.79
1274,0.97
1275,0.69
1276,0.74
1277,0.82
1278,1.05
1279,0.99
1280,0.84
1281,0.74
1282,1.07
1283,0.8
1284,0.93
1285,0.73
1286,0.7
1287,0.9
1288,0.89
1289,0.87
1290,1.09
1291,0.82
1292,0.7
1293,0.89
1294,0.89
1295,0.79
1296,0.88
1297,0.63
1298,0.68
1299,0.6
1300,0.85
1301,0.97
1302,0.91
1303,0.84
1304,0.92
1305,1.11
1306,0.94
1307,0.78
1308,0.79
1309,0.93
1310,0.9
1311,0.75
1312,0.97
1313,0.89
1314,1.06
1315,0.88
1316,0.8
1317,1.0
1318,0.87
1319,0.77
1320,0.75
1321,1.0
1322,0.77
1323,0.79
1324,0.71
1325,0.71
1326,0.84
1327,0.66
1328,0.86
1329,0.93
1330,0.94
1331,1.01
1332,0.66
1333,0.74
1334,0.89
1335,0.74
1336,0.85
1337,0.82
1338,0.79
1339,0.79
1340,0.77
1341,0.79
1342,0.66
1343,1.08
1344,0.79
1345,0.89
1346,0.91
1347,0.92
1348,0.77
1349,0.78
1350,0.96
1351,0.77
1352,0.75
1353,0.97
1354,0.77
1355,0.9
1356,0.87
1357,0.99
1358,1.0
1359,0.84
1360,0.8
1361,0.76
1362,0.82
1363,0.99
1364,0.72
1365,0.84
1366,1.01
1367,0.98
1368,0.92
1369,1.02
1370,0.83
1371,0.84
1372,0.87
1373,0.73
1374,0.75
1375,0.8
1376,0.74
1377,0.7
1378,0.98
1379,0.87
1380,0.79
1381,0.81
1382,0.87
1383,0.79
1384,0.96
1385,0.84
1386,0.89
1387,0.79
1388,0.8
1389,0.97
1390,0.95
1391,0.58
1392,1.07
1393,1.02
1394,0.92
1395,0.77
1396,0.86
1397,0.91
1398,0.74
1399,0.9
1400,0.75
1401,0.94
1402,0.57
1403,0.78
1404,0.97
1405,0.76
1406,0.89
1407,0.73
1408,0.81
1409,0.86
1410,0.81
1411,0.88
1412,0.82
1413,0.87
1414,0.83
1415,0.74
1416,0.96
1417,1.03
1418,0.86
1419,1.02
1420,0.72
1421,0.84
1422,0.74
1423,0.9
1424,0.66
1425,0.83
1426,0.85
1427,0.89
1428,0.83
1429,0.69
1430,0.87
1431,1.07
1432,0.63
1433,1.1
1434,0.83
1435,0.81
1436,0.84
1437,0.87
1438,0.75
1439,0.89
1440,1.02
1441,0.79
1442,0.93
1443,0.78
1444,0.78
1445,0.84
1446,0.97
1447,0.77
1448,0.74
1449,0.9
1450,0.78
1451,0.82
1452,0.79
1453,0.97
1454,0.79
1455,1.04
1456,0.69
1457,0.91
1458,0.81
1459,0.98
1460,0.7
1461,1.03
1462,0.96
1463,0.69
1464,0.93
1465,0.87
1466,0.97
1467,0.76
1468,0.8
1469,1.09
1470,1.02
1471,0.79
1472,0.73
1473,0.6
1474,1.03
1475,0.79
1476,0.86
1477,0.85
1478,0.77
1479,0.81
1480,0.83
1481,0.73
1482,0.94
1483,0.85
1484,1.12
1485,0.74
1486,0.88
1487,0.84
1488,1.07
1489,0.77
1490,0.94
1491,0.7
1492,0.82
1493,0.93
1494,0.94
1495,0.73
1496,0.59
1497,0.99
1498,0.92
1499,0.64
1500,0.87
1501,0.83
1502,0.74
1503,0.8
1504,0.75
1505,0.79
1506,0.7
1507,0.72
1508,0.95
1509,0.9
1510,0.88
1511,0.84
1512,0.95
1513,0.81
1514,0.71
1515,0.85
1516,0.81
1517,0.84
1518,0.71
1519,0.68
1520,0.86
1521,0.84
1522,0.76
1523,0.89
1524,0.84
1525,0.83
1526,0.88
1527,0.87
1528,0.97
1529,0.92
1530,0.86
1531,1.04
1532,0.77
1533,0.85
1534,0.73
1535,0.81
1536,0.92
1537,0.87
1538,0.73
1539,0.86
1540,0.85
1541,0.96
1542,0.69
1543,0.75
1544,0.97
1545,0.84
1546,0.92
1547,1.03
1548,0.99
1549,0.74
1550,0.64
1551,0.83
1552,0.94
1553,0.87
1554,1.04
1555,0.96
1556,0.87
1557,0.81
1558,0.67
1559,0.81
1560,0.79
1561,0.82
1562,0.79
1563,0.78
1564,0.91
1565,1.01
1566,0.82
1567,1.04
1568,1.04
1569,0.98
1570,0.77
1571,0.86
1572,0.91
1573,0.73
1574,0.98
1575,0.87
1576,0.84
1577,0.69
1578,0.79
1579,0.93
1580,0.68
1581,0.91
1582,0.85
1583,0.87
1584,0.84
1585,0.97
1586,0.79
1587,1.04
1588,0.8
1589,0.83
