0,1,-1,242
1,1,0,242
2,1,0,242
3,0,-1,240
4,0,-1,241
5,1,0,242
6,1,0,242
7,0,0,241
8,-4,-5,242
9,0,-26,241
10,8,-30,243
11,-9,-24,241
12,-4,-26,244
13,5,-29,244
14,-7,-21,241
15,-6,-12,243
16,9,5,239
17,-3,0,241
18,-2,17,240
19,-5,6,242
20,17,10,241
21,-3,17,240
22,4,16,241
23,3,27,241
24,4,18,243
25,0,11,241
26,-1,16,242
27,3,17,242
28,1,17,241
29,1,0,242
30,1,0,241
31,0,1,242
32,0,0,242
33,17,-4,242
34,21,8,243
35,11,-4,241
36,11,2,241
37,14,7,243
38,9,-4,242
39,12,7,242
40,17,2,242
41,19,2,239
42,12,3,240
43,16,8,239
44,-18,-16,240
45,-34,-11,240
46,-30,2,242
47,-27,-7,241
48,-27,0,241
49,-4,0,242
50,1,0,241
51,1,0,240
52,1,0,242
53,0,0,243
54,2,0,241
55,2,-1,241
56,1,0,242
57,0,1,242
58,0,0,242
59,1,0,241
